text,category,severity,urgency
Electrical - Street Light Not Working in BTM Layout. 1st Assignment Based on Ward Mapping,Electrical,HIGH,URGENT
Road Maintenance(Engg) - Footpath in Benniganahalli. 1st Assignment Based on Ward Mapping,Road Maintenance(Engg),MEDIUM,NEUTRAL
Storm Water Drain(SWD) - Sewerage water left in SWD in Kodigehalli. 1st Assignment Based on Ward Mapping,Storm  Water Drain(SWD),MEDIUM,NEUTRAL
Road Maintenance(Engg) - Potholes in Shettyhalli. 1st Assignment Based on Ward Mapping,Road Maintenance(Engg),MEDIUM,NEUTRAL
Electrical - Street Light Not Working in Giri Nagar. 1st Assignment Based on Ward Mapping,Electrical,HIGH,URGENT
Electrical - Street Light Not Working in Garudacharpalya. 1st Assignment Based on Ward Mapping,Electrical,HIGH,URGENT
veterinary - Fatally injured - Needs immediate attention in Shettyhalli. 1st Assignment Based on Ward Mapping,veterinary,MEDIUM,URGENT
Electrical - Street Light Not Working in Hemmigepura. 1st Assignment Based on Ward Mapping,Electrical,HIGH,URGENT
Electrical - Street Light Not Working in Nagapura. 1st Assignment Based on Ward Mapping,Electrical,HIGH,URGENT
Electrical - Street Light Not Working in Basavanapura. 1st Assignment Based on Ward Mapping,Electrical,HIGH,URGENT
Electrical - Street Light Not Working in Hemmigepura. 1st Assignment Based on Ward Mapping,Electrical,HIGH,URGENT
Electrical - Street Light Not Working in Hombegowda Nagar. 1st Assignment Based on Ward Mapping,Electrical,HIGH,URGENT
Electrical - Street Light Not Working in Shettyhalli. 1st Assignment Based on Ward Mapping,Electrical,HIGH,URGENT
Electrical - Street Light Not Working in Sagayapuram. 1st Assignment Based on Ward Mapping,Electrical,HIGH,URGENT
Electrical - Street Light Not Working in Hoysala Nagar. 1st Assignment Based on Ward Mapping,Electrical,HIGH,URGENT
Electrical - Street Light Not Working in Horamavu. 1st Assignment Based on Ward Mapping,Electrical,HIGH,URGENT
Solid Waste (Garbage) Related - Dead animal(s) in Bellandur. 1st Assignment Based on Ward Mapping,Solid Waste (Garbage) Related,MEDIUM,NEUTRAL
Electrical - Street Light Not Working in Byatarayanapura. 1st Assignment Based on Ward Mapping,Electrical,HIGH,URGENT
Solid Waste (Garbage) Related - Garbage dump in Horamavu. 1st Assignment Based on Ward Mapping,Solid Waste (Garbage) Related,MEDIUM,CONCERNED
Electrical - Street Light Not Working in Vijay Nagar. 1st Assignment Based on Ward Mapping,Electrical,HIGH,URGENT
Road Maintenance(Engg) - footpath encroachment in A.Narayanapura. 1st Assignment Based on Ward Mapping,Road Maintenance(Engg),MEDIUM,NEUTRAL
Electrical - Street Light Not Working in Rajarajeshwari Nagar. 1st Assignment Based on Ward Mapping,Electrical,HIGH,URGENT
Electrical - Street Light Not Working in Yadiyuru. 1st Assignment Based on Ward Mapping,Electrical,HIGH,URGENT
veterinary - Stray dog related complaints in Horamavu. 1st Assignment Based on Ward Mapping,veterinary,MEDIUM,NEUTRAL
Forest - Removal of dead/fallen trees in Gali Anjaneya Swamy Temple Ward. 1st Assignment Based on Ward Mapping,Forest,MEDIUM,NEUTRAL
Road Maintenance(Engg) - footpath encroachment in Sampangiram Nagar. 1st Assignment Based on Ward Mapping,Road Maintenance(Engg),MEDIUM,NEUTRAL
Solid Waste (Garbage) Related - Garbage dump in Hemmigepura. 1st Assignment Based on Ward Mapping,Solid Waste (Garbage) Related,MEDIUM,CONCERNED
Solid Waste (Garbage) Related - Garbage dump in HSR Layout. 1st Assignment Based on Ward Mapping,Solid Waste (Garbage) Related,MEDIUM,CONCERNED
Electrical - Street Light Not Working in Hegganahalli. 1st Assignment Based on Ward Mapping,Electrical,HIGH,URGENT
Electrical - Street Light Not Working in Binnipet. 1st Assignment Based on Ward Mapping,Electrical,HIGH,URGENT
Electrical - Street Light Not Working in Marathalli. 1st Assignment Based on Ward Mapping,Electrical,HIGH,URGENT
Electrical - Earthing Issue relate to Electric Poles/Panel Boards in Mallasandra. 1st Assignment Based on Ward Mapping,Electrical,MEDIUM,CONCERNED
Forest - obstructions Branches / Trees. in Sudam Nagar. 1st Assignment Based on Ward Mapping,Forest,MEDIUM,NEUTRAL
Solid Waste (Garbage) Related - Garbage dump in Lingarajapuram. 1st Assignment Based on Ward Mapping,Solid Waste (Garbage) Related,MEDIUM,CONCERNED
Solid Waste (Garbage) Related - Garbage dump in Vasanthapura. 1st Assignment Based on Ward Mapping,Solid Waste (Garbage) Related,MEDIUM,CONCERNED
veterinary - Stray dog related complaints in Rajarajeshwari Nagar. Animal birth control and vaccination of stray dogs scheduled,veterinary,MEDIUM,CONCERNED
Road Maintenance(Engg) - water stagnation in Chikpete. 1st Assignment Based on Ward Mapping,Road Maintenance(Engg),MEDIUM,NEUTRAL
Electrical - Earthing Issue relate to Electric Poles/Panel Boards in Kengeri. 1st Assignment Based on Ward Mapping,Electrical,MEDIUM,CONCERNED
Electrical - Street Light Not Working in Byatarayanapura. 1st Assignment Based on Ward Mapping,Electrical,HIGH,URGENT
Solid Waste (Garbage) Related - Garbage dump in Doddanekkundi. 1st Assignment Based on Ward Mapping,Solid Waste (Garbage) Related,MEDIUM,CONCERNED
Solid Waste (Garbage) Related - Dead animal(s) in Hagadooru. 1st Assignment Based on Ward Mapping,Solid Waste (Garbage) Related,MEDIUM,NEUTRAL
Electrical - Street Light Not Working in BTM Layout. 1st Assignment Based on Ward Mapping,Electrical,HIGH,URGENT
Electrical - Street Light Not Working in Herohalli. 1st Assignment Based on Ward Mapping,Electrical,HIGH,URGENT
Road Maintenance(Engg) - water stagnation in Byrasandra. 1st Assignment Based on Ward Mapping,Road Maintenance(Engg),MEDIUM,NEUTRAL
Electrical - Street Light Not Working in Hebbal. 1st Assignment Based on Ward Mapping,Electrical,HIGH,URGENT
Solid Waste (Garbage) Related - Garbage dump in Manorayanapalya. 1st Assignment Based on Ward Mapping,Solid Waste (Garbage) Related,MEDIUM,CONCERNED
Electrical - Street Light Not Working in Basavanapura. 1st Assignment Based on Ward Mapping,Electrical,HIGH,URGENT
Solid Waste (Garbage) Related - Garbage vehicle not arrived in Basavanapura. 1st Assignment Based on Ward Mapping,Solid Waste (Garbage) Related,MEDIUM,CONCERNED
veterinary - Stray dog related complaints in Horamavu. 1st Assignment Based on Ward Mapping,veterinary,MEDIUM,NEUTRAL
Road Maintenance(Engg) - Road side drains in Arakere. 1st Assignment Based on Ward Mapping,Road Maintenance(Engg),MEDIUM,NEUTRAL
Solid Waste (Garbage) Related - Garbage dump in Subedarapalya. 1st Assignment Based on Ward Mapping,Solid Waste (Garbage) Related,MEDIUM,CONCERNED
Electrical - Street Light Not Working in Yelachenahalli. 1st Assignment Based on Ward Mapping,Electrical,HIGH,URGENT
Electrical - Street Light Not Working in HBR Layout. 1st Assignment Based on Ward Mapping,Electrical,HIGH,URGENT
Solid Waste (Garbage) Related - Garbage dump in Begur. 1st Assignment Based on Ward Mapping,Solid Waste (Garbage) Related,MEDIUM,CONCERNED
Forest - obstructions Branches / Trees. in Nayandanahalli. 1st Assignment Based on Ward Mapping,Forest,MEDIUM,NEUTRAL
Storm Water Drain(SWD) - Sewerage water left in SWD in Kuvempu Nagar. 1st Assignment Based on Ward Mapping,Storm  Water Drain(SWD),MEDIUM,NEUTRAL
Health Dept - Increase in mosquito density in Maruthi Seva Nagar. 1st Assignment Based on Ward Mapping,Health Dept,MEDIUM,NEUTRAL
Solid Waste (Garbage) Related - Garbage vehicle not arrived in Shiva Nagar. 1st Assignment Based on Ward Mapping,Solid Waste (Garbage) Related,MEDIUM,CONCERNED
Electrical - Street Light Not Working in Herohalli. 1st Assignment Based on Ward Mapping,Electrical,HIGH,URGENT
Road Maintenance(Engg) - Road cutting in Konanakunte. 1st Assignment Based on Ward Mapping,Road Maintenance(Engg),MEDIUM,NEUTRAL
Solid Waste (Garbage) Related - Garbage dump in Hongasandra. 1st Assignment Based on Ward Mapping,Solid Waste (Garbage) Related,MEDIUM,CONCERNED
Electrical - Street Light Not Working in Bellandur. 1st Assignment Based on Ward Mapping,Electrical,HIGH,URGENT
veterinary - Stray dog related complaints in Dodda Bidarkallu. 1st Assignment Based on Ward Mapping,veterinary,MEDIUM,NEUTRAL
Road Maintenance(Engg) - footpath encroachment in Rajagopala Nagar. 1st Assignment Based on Ward Mapping,Road Maintenance(Engg),MEDIUM,NEUTRAL
Solid Waste (Garbage) Related - Garbage dump in Kumaraswamy Layout. 1st Assignment Based on Ward Mapping,Solid Waste (Garbage) Related,MEDIUM,CONCERNED
Electrical - Street Light Not Working in Vidyaranyapura. 1st Assignment Based on Ward Mapping,Electrical,HIGH,URGENT
Solid Waste (Garbage) Related - Garbage dump in Yelachenahalli. 1st Assignment Based on Ward Mapping,Solid Waste (Garbage) Related,MEDIUM,CONCERNED
Solid Waste (Garbage) Related - Garbage dump in Benniganahalli. 1st Assignment Based on Ward Mapping,Solid Waste (Garbage) Related,MEDIUM,CONCERNED
Solid Waste (Garbage) Related - Burning of Garbage in Open Space in Kengeri. 1st Assignment Based on Ward Mapping,Solid Waste (Garbage) Related,MEDIUM,CONCERNED
E khata / Khata services - Technical Issue In Ekhata in Arakere. 1st Assignment Based on Ward Mapping,E khata / Khata services,MEDIUM,CONCERNED
Solid Waste (Garbage) Related - Garbage dump in Jeevanbhima Nagar. 1st Assignment Based on Ward Mapping,Solid Waste (Garbage) Related,MEDIUM,CONCERNED
Solid Waste (Garbage) Related - Garbage vehicle not arrived in HAL Airport. 1st Assignment Based on Ward Mapping,Solid Waste (Garbage) Related,MEDIUM,CONCERNED
Plastic - Use of banned single use plastic in Rajarajeshwari Nagar. 1st Assignment Based on Ward Mapping,Plastic,MEDIUM,NEUTRAL
Solid Waste (Garbage) Related - Garbage dumping in vacant sites in Vignana Nagar. 1st Assignment Based on Ward Mapping,Solid Waste (Garbage) Related,MEDIUM,CONCERNED
Solid Waste (Garbage) Related - Garbage dump in Benniganahalli. 1st Assignment Based on Ward Mapping,Solid Waste (Garbage) Related,MEDIUM,CONCERNED
Solid Waste (Garbage) Related - Garbage vehicle not arrived in Hoysala Nagar. 1st Assignment Based on Ward Mapping,Solid Waste (Garbage) Related,MEDIUM,CONCERNED
Solid Waste (Garbage) Related - Garbage dumping in vacant sites in Kushal Nagar. 1st Assignment Based on Ward Mapping,Solid Waste (Garbage) Related,MEDIUM,CONCERNED
veterinary - Feeder Harassment by Individual / Mob but no association in Vijanapura. 1st Assignment Based on Ward Mapping,veterinary,MEDIUM,NEUTRAL
Solid Waste (Garbage) Related - Garbage dump in Benniganahalli. 1st Assignment Based on Ward Mapping,Solid Waste (Garbage) Related,MEDIUM,CONCERNED
Forest - obstructions Branches / Trees. in Jayangar. 1st Assignment Based on Ward Mapping,Forest,MEDIUM,NEUTRAL
Solid Waste (Garbage) Related - Garbage dump in Vignana Nagar. 1st Assignment Based on Ward Mapping,Solid Waste (Garbage) Related,MEDIUM,CONCERNED
Solid Waste (Garbage) Related - Garbage dump in Benniganahalli. 1st Assignment Based on Ward Mapping,Solid Waste (Garbage) Related,MEDIUM,CONCERNED
Solid Waste (Garbage) Related - Garbage dump in Kumaraswamy Layout. 1st Assignment Based on Ward Mapping,Solid Waste (Garbage) Related,MEDIUM,CONCERNED
Forest - Removal of dead/fallen trees in Rajamahal. 1st Assignment Based on Ward Mapping,Forest,MEDIUM,NEUTRAL
Solid Waste (Garbage) Related - Garbage dump in Benniganahalli. 1st Assignment Based on Ward Mapping,Solid Waste (Garbage) Related,MEDIUM,CONCERNED
Solid Waste (Garbage) Related - Garbage dump in HSR Layout. 1st Assignment Based on Ward Mapping,Solid Waste (Garbage) Related,MEDIUM,CONCERNED
Others - Others in Attiguppe. 1st Assignment Based on Ward Mapping,Others,MEDIUM,NEUTRAL
veterinary - Animal Rescue - Not well - Requires attention in Anjanapur. 1st Assignment Based on Ward Mapping,veterinary,MEDIUM,NEUTRAL
Solid Waste (Garbage) Related - Garbage dump in Benniganahalli. 1st Assignment Based on Ward Mapping,Solid Waste (Garbage) Related,MEDIUM,CONCERNED
Solid Waste (Garbage) Related - Garbage vehicle not arrived in Benniganahalli. 1st Assignment Based on Ward Mapping,Solid Waste (Garbage) Related,MEDIUM,CONCERNED
Electrical - Street Light Not Working in Jagajeevanram Nagar. 1st Assignment Based on Ward Mapping,Electrical,HIGH,URGENT
Solid Waste (Garbage) Related - Garbage dump in HBR Layout. 1st Assignment Based on Ward Mapping,Solid Waste (Garbage) Related,MEDIUM,CONCERNED
Health Dept - Increase in mosquito density in Attiguppe. 1st Assignment Based on Ward Mapping,Health Dept,MEDIUM,NEUTRAL
Forest - obstructions Branches / Trees. in Attiguppe. 1st Assignment Based on Ward Mapping,Forest,MEDIUM,NEUTRAL
Road Maintenance(Engg) - footpath encroachment in C.V.Raman Nagar. 1st Assignment Based on Ward Mapping,Road Maintenance(Engg),MEDIUM,NEUTRAL
Road Maintenance(Engg) - Potholes in Attiguppe. 1st Assignment Based on Ward Mapping,Road Maintenance(Engg),MEDIUM,NEUTRAL
Electrical - Street Light Not Working in Lingarajapuram. 1st Assignment Based on Ward Mapping,Electrical,HIGH,URGENT
Forest - obstructions Branches / Trees. in Vidyapeetha. 1st Assignment Based on Ward Mapping,Forest,MEDIUM,NEUTRAL
Road Maintenance(Engg) - Road side drains in Kengeri. 1st Assignment Based on Ward Mapping,Road Maintenance(Engg),MEDIUM,NEUTRAL
Electrical - Street Light Not Working in K.R.Puram. 1st Assignment Based on Ward Mapping,Electrical,HIGH,URGENT
veterinary - Animal birth control/neutering of stray dogs in Attiguppe. 1st Assignment Based on Ward Mapping,veterinary,MEDIUM,NEUTRAL
Solid Waste (Garbage) Related - Garbage dump in Attiguppe. 1st Assignment Based on Ward Mapping,Solid Waste (Garbage) Related,MEDIUM,CONCERNED
Solid Waste (Garbage) Related - Garbage dumping in vacant sites in Kumaraswamy Layout. 1st Assignment Based on Ward Mapping,Solid Waste (Garbage) Related,MEDIUM,CONCERNED
Solid Waste (Garbage) Related - Garbage dump in Benniganahalli. 1st Assignment Based on Ward Mapping,Solid Waste (Garbage) Related,MEDIUM,CONCERNED
Electrical - Street Light Not Working in Puttenahalli. 1st Assignment Based on Ward Mapping,Electrical,HIGH,URGENT
Electrical - Street Light Not Working in Hemmigepura. 1st Assignment Based on Ward Mapping,Electrical,HIGH,URGENT
Solid Waste (Garbage) Related - Garbage dump in Domlur. 1st Assignment Based on Ward Mapping,Solid Waste (Garbage) Related,MEDIUM,CONCERNED
Electrical - Street Light Not Working in Hemmigepura. 1st Assignment Based on Ward Mapping,Electrical,HIGH,URGENT
veterinary - Animal Rescue - Not well - Requires attention in HAL Airport. 1st Assignment Based on Ward Mapping,veterinary,MEDIUM,NEUTRAL
Revenue Department - Discrepancy In Khata Certificate and Khata Extract in A.Narayanapura. 1st Assignment Based on Ward Mapping,Revenue Department,MEDIUM,NEUTRAL
E khata / Khata services - Khata / Ekhata mutation / transfer in Yelachenahalli. 1st Assignment Based on Ward Mapping,E khata / Khata services,MEDIUM,NEUTRAL
Town Planning - Construction not done as per approved plan (Building Bye Law Violations) in Radhakrishna Temple. 1st Assignment Based on Ward Mapping,Town Planning,MEDIUM,NEUTRAL
Solid Waste (Garbage) Related - Garbage dumping in vacant sites in Vishwanathnagenahalli. 1st Assignment Based on Ward Mapping,Solid Waste (Garbage) Related,MEDIUM,CONCERNED
Solid Waste (Garbage) Related - Dead animal(s) in Hoodi. 1st Assignment Based on Ward Mapping,Solid Waste (Garbage) Related,MEDIUM,NEUTRAL
Parks and Play grounds - Issues Related to Parks/Medians/Circles/Island. in Kamakshipalya. 1st Assignment Based on Ward Mapping,Parks and Play grounds,MEDIUM,NEUTRAL
Electrical - Street Light Not Working in Hosakerehalli. 1st Assignment Based on Ward Mapping,Electrical,HIGH,URGENT
Forest - obstructions Branches / Trees. in Laggere. 1st Assignment Based on Ward Mapping,Forest,MEDIUM,NEUTRAL
Solid Waste (Garbage) Related - Garbage dump in Benniganahalli. 1st Assignment Based on Ward Mapping,Solid Waste (Garbage) Related,MEDIUM,CONCERNED
Solid Waste (Garbage) Related - Garbage vehicle not arrived in Maruthi Mandira Ward. 1st Assignment Based on Ward Mapping,Solid Waste (Garbage) Related,MEDIUM,CONCERNED
Solid Waste (Garbage) Related - Garbage dump in Banaswadi. 1st Assignment Based on Ward Mapping,Solid Waste (Garbage) Related,MEDIUM,CONCERNED
veterinary - Animal Rescue - Not well - Requires attention in Sampangiram Nagar. 1st Assignment Based on Ward Mapping,veterinary,MEDIUM,NEUTRAL
Electrical - Street Light Not Working in Vasanth Nagar. 1st Assignment Based on Ward Mapping,Electrical,HIGH,URGENT
Solid Waste (Garbage) Related - Garbage dump in Jeevanbhima Nagar. 1st Assignment Based on Ward Mapping,Solid Waste (Garbage) Related,MEDIUM,CONCERNED
E khata / Khata services - Technical Issue In Ekhata in Sudduguntepalya. 1st Assignment Based on Ward Mapping,E khata / Khata services,MEDIUM,CONCERNED
Solid Waste (Garbage) Related - Garbage dump in Bellandur. 1st Assignment Based on Ward Mapping,Solid Waste (Garbage) Related,MEDIUM,CONCERNED
Electrical - Street Light Not Working in Adugodi. 1st Assignment Based on Ward Mapping,Electrical,HIGH,URGENT
Electrical - Street Light Not Working in Hegganahalli. 1st Assignment Based on Ward Mapping,Electrical,HIGH,URGENT
Solid Waste (Garbage) Related - Garbage vehicle not arrived in Hemmigepura. 1st Assignment Based on Ward Mapping,Solid Waste (Garbage) Related,MEDIUM,CONCERNED
Parks and Play grounds - Gym/Children Play equipment in the parks in Banaswadi. 1st Assignment Based on Ward Mapping,Parks and Play grounds,MEDIUM,NEUTRAL
